Name,IATA,ICAO,Callsign,Country,Active
L,MJ,LPR,LAPA,Argentina,Y
L,,LAU,SURAMERICANO,Colombia,N
M & N Aviation,,JNH,JONAH,United States,N
MAC Fotografica,,MCF,MAC FOTO,Spain,N
MANAG'AIR,,MRG,MANAG'AIR,France,N
MAP-Management and Planung,,MPJ,MAPJET,Austria,N
MAS Airways,,TFG,TRAFALGAR,United Kingdom,N
MasAir,M7,MAA,MAS CARGA,Mexico,Y
MAT Macedonian Airlines,IN,MAK,MAKAVIO,Macedonia,Y
MCC Aviation,,MCC,DISCOVERY,South Africa,N
MG Aviacion,,MGA,MAG AVACION,Spain,N
MIA Airlines,,JLA,SALLINE,Romania,N
MIAT Mongolian Airlines,OM,MGL,MONGOL AIR,Mongolia,Y
MIT Airlines,,MNC,MUNCIE,Canada,N
MK Airline,,MKA,KRUGER-AIR,Ghana,N
MNG Airlines,MB,MNB,BLACK SEA,Turkey,Y
MSR Flug-Charter,,EBF,SKYRUNNER,Germany,N
MTC Aviacion,,MCV,MTC AVIACION,Mexico,N
Mac Aviation,,MAQ,MAC AVIATION,Spain,N
Mac Dan Aviation Corporation,,MCN,MAC DAN,United States,N
MacKnight Airlines,,MTD,,Australia,N
Macair Airlines,CC,MCK,,Australia,Y
Macedonian Airlines,,MCS,MACAIR,Greece,N
Madina Air,,MDH,MADINA AIR,Libya,N
Maersk,DM,,,Denmark,Y
Magic Blue Airlines,,MJB,MAGIC BLUE,Netherlands,N
Magna Air,,MGR,MAGNA AIR,Austria,N
Mahalo Air,,MLH,MAHALO,United States,N
Mahan Air,W5,IRM,MAHAN AIR,Iran,Y
Mahfooz Aviation,M2,MZS,MAHFOOZ,Gambia,N
Maine Aviation,,MAT,MAINE-AV,United States,N
Majestic Airlines,,MAJ,MAGIC AIR,United States,N
Mak Air,,AKM,MAKAIR,Kazakhstan,N
Malagasy Airlines,,MLG,,Madagascar,N
Malawi Express,,MLX,MALAWI EXPRESS,Malawi,N
Malaya Aviatsia Dona,,MKK,AEROKEY,Russia,N
Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia,Y
Mali Air,,MAE,MALI AIREXPRESS,Austria,N
Mali Air Express,,VXP,AVION EXPRESS,Mali,N
Mali Airways,,MTZ,MALI AIRWAYS,Mali,N
Malila Airlift,,MLC,MALILA,Democratic Republic of the Congo,N
Mall Airways,,MLS,MALL-AIRWAYS,United States,N
Malmo Aviation,,SCW,SCANWING,Sweden,Y
Malmoe Air Taxi,,LOD,LOGIC,Sweden,N
Malmö Aviation,TF,SCW,Scanwings,Sweden,Y
Malta Air Charter,R5,MAC,MALTA CHARTER,Malta,Y
Malta Wings,,MWS,MALTA WINGS,Malta,N
Malév,MA,MAH,MALEV,Hungary,Y
Manaf International Airways,,MLB,MANAF,Burundi,N
Mandala Airlines,RI,MDL,MANDALA,Indonesia,Y
Mandarin Airlines,AE,MDA,Mandarin,Taiwan,Y
Mango,JE,MNO,TULCA,South Africa,Y
Manhattan Air,,MHN,MANHATTAN,United Kingdom,N
Manitoulin Air Services,,MTO,MANITOULIN,Canada,N
Mann Air,,MNR,TEEMOL,United Kingdom,N
Mannion Air Charter,,MAN,MANNION,United States,N
Mantrust Asahi Airways,,MTS,MANTRUST,Indonesia,N
Manx Airlines,,MNX,MANX,United Kingdom,N
Maple Air Services,,MAD,MAPLE AIR,Canada,N
March Helicopters,,MAR,MARCH,United Kingdom,N
Marcopolo Airways,,MCP,MARCOPOLO,Afghanistan,N
Marghi Air,,MGI,MARGHI,Nigeria,N
Markair,,MRK,MARKAIR,United States,N
Markoss Aviation,,MKO,GOSHAWK,United Kingdom,N
Mars RK,6V,MRW,AVIAMARS,Ukraine,N
Marshall Aerospace,,MCE,MARSHALL,United Kingdom,N
Marsland Aviation,M7,MSL,MARSLANDAIR,Sudan,N
Martin Aviation Services,,XMA,,United States,N
Martin-Baker,,MBE,MARTIN,United Kingdom,N
Martinair,MP,MPH,MARTINAIR,Netherlands,Y
Martinaire,,MRA,MARTEX,United States,N
Martyn Fiddler Associates,,MFA,SEAHORSE,United Kingdom,N
Marvin Limited,,MVN,MARVIN,United Kingdom,N
Maryland State Police,,TRP,TROOPER,United States,N
Massachusetts Institute of Technology,,MTH,RESEARCH,United States,N
Massey University School of Aviation,,MSY,MASSEY,New Zealand,N
Master Airways,,MSW,MASTER AIRWAYS,Serbia,N
Master Planner,,MPL,,United States,N
Masterjet,,LMJ,MASTERJET,Portugal,N
Mastertop Linhas Aereas,Q4,,,Brazil,N
Mauria,,MIA,MAURIA,Mauritania,N
Mauritanienne Aerienne Et Navale,,MNV,NAVALE,Mauritania,N
Mauritanienne Air Fret,,MRF,MAUR-FRET,Mauritania,N
Mauritanienne Airways,,MWY,MAURITANIENNE,Mauritania,N
Mauritanienne De Transport Aerien,,MDE,MAURI-TRANS,Mauritania,N
Maverick Airways,,MVR,MAV-AIR,United States,N
Mavial Magadan Airlines,H5,MVL,Mavial,Russia,N
Max Avia,,MAI,MAX AVIA,Kyrgyzstan,N
Max Sea Food,,MSF,MAXESA,El Salvador,N
Max-Aviation,,MAX,MAX AVIATION,Canada,N
Maxair,8M,MXL,MAXAIR,Sweden,Y
Maximus Air Cargo,,MXU,CARGO MAX,United Arab Emirates,N
Maxjet Airways,MY,MXJ,MAX-JET,United States,N
Maxsus-Avia,,MXS,MAXSUS-AVIA,Uzbekistan,N
May Air Xpress,,MXP,BEECHNUT,United States,N
Maya Island Air,MW,MYD,MYLAND,Belize,Y
Mayair,,MYI,MAYAIR,Mexico,N
Mbach Air,,MBS,MBACHI AIR,Malawi,N
McAlpine Helicopters,,MCH,MACLINE,United Kingdom,N
McCall Aviation,,MKL,MCCALL,United States,N
McDonnell Douglas,,DAC,DACO,United States,N
McNeely Charter Services,,MDS,MID-SOUTH,United States,N
Med-Trans of Florida,,MEK,MED-TRANS,United States,N
Medavia Company,,MDM,MEDAVIA,Malta,N
Medical Air Rescue Services,,MRZ,MARS,Zimbabwe,N
Medical Aviation Services,,MCL,MEDIC,United Kingdom,N
Mediterranean Air Freight,,MDF,MED-FREIGHT,Greece,N
Mediterranean Airways,,MDY,,Egypt,N
Medjet International,,MEJ,MEDJET,United States,N
Mega,,MGK,MEGLA,Kazakhstan,N
Mega Linhas Aereas,,MEL,MEGA AIR,Brazil,N
Mekong Airlines,,MKN,MEKONG AIRLINES,Cambodia,N
Menajet,IM,MNJ,MENAJET,Lebanon,N
Merchant Express Aviation,,MXX,MERCHANT,Nigeria,N
Mercury Aircourier Service,,MEC,MERCAIR,United States,N
Meridian,,POV,AIR POLTAVA,Ukraine,N
Meridian Air Cargo,,MRD,MERIDIAN,United States,N
Meridian Airlines,,MHL,HASSIMAIR,Nigeria,N
Meridian Aviation,,DSL,DIESEL,United Kingdom,N
Meridian Limited,,MEM,MERIDIAN CHERRY,Ukraine,N
Meridiana,IG,ISS,MERAIR,Italy,Y
Merlin Airways,,MEI,AVALON,United States,N
Merpati Nusantara Airlines,MZ,MNA,MERPATI,Indonesia,Y
Mesa Airlines,YV,ASH,AIR SHUTTLE,United States,Y
Mesaba Airlines,XJ,MES,MESABA,United States,Y
Meta Linhas A,,MSQ,META,Brazil,N
Meteorological Research Flight,,MET,METMAN,United Kingdom,N
Methow Aviation,,MER,METHOW,United States,N
Metro Business Aviation,,MVI,,United Kingdom,N
Metro Express,,MEX,EAGLE EXPRESS,United States,N
Metroflight,,MTR,METRO,United States,N
Metrojet,,MTJ,METROJET,Hong Kong SAR of China,N
Metropix UK,,PIX,METROPIX,United Kingdom,N
Metroplis,,MPS,METRO REGIONAL,Netherlands,N
Mex Blue,,MXB,MEX BLUE,Mexico,N
Mex-Jet,,MJT,MEJETS,Mexico,N
Mexicana de Aviaci,MX,MXA,MEXICANA,Mexico,Y
Mexico Transportes Aereos,,MXT,TRANSMEX,Mexico,N
Miami Air Charter,,HUR,HURRICANE CHARTER,United States,N
Miami Air International,GL,BSK,BISCAYNE,United States,N
Miami Valley Aviation,,OWL,NIGHT OWL,United States,N
Miapet-Avia,,MPT,MIAPET,Armenia,N
Michelin Air Services,,BIB,,France,N
Micromatter Technology Solutions,,WIZ,WIZARD,United Kingdom,N
Mid Airlines,,NYL,NILE,Sudan,N
Mid-Pacific Airlines,,MPA,MID PAC,United States,N
Midamerica Jet,,MJR,MAJOR,United States,N
Middle East Airlines,ME,MEA,CEDAR JET,Lebanon,Y
Midland Airport Services,,MID,,United Kingdom,N
Midline Air Freight,,MFR,MIDLINE FREIGHT,United States,N
Midstate Airlines,,MIS,MIDSTATE,United States,N
Midway Airlines,JI,MDW,MIDWAY,United States,Y
Midway Express,,FLA,PALM,United States,N
Midwest Air Freighters,,FAX,FAIRFAX,United States,N
Midwest Airlines,YX,MEP,,United States,Y
Midwest Airlines (Egypt),MY,MWA,,Egypt,Y
Midwest Aviation,,NIT,NIGHTTRAIN,United States,N
Midwest Aviation Division,,MWT,MIDWEST,United States,N
Midwest Helicopters De Mexico,,HTE,HELICOPTERSMEXICO,Mexico,N
Millardair,,MAB,MILLARDAIR,Canada,N
Millen Corporation,,RJM,MILLEN,United Kingdom,N
Millennium Air,,MLK,NIGERJET,Nigeria,N
Miller Flying Services,,MFS,MILLER TIME,United States,N
Million Air,,OXO,MILL AIR,United States,N
Mimino,,MIM,MIMINO,Russia,N
Mina Airline Company,,NAB,,Egypt,N
Minair,,OMR,ORMINE,Central African Republic,N
Minebea Technologies,,EBE,MINEBEA,United States,N
Mines Air Services Zambia,,MAZ,MINES,Zambia,N
Miniliner,,MNL,MINILINER,Italy,N
Ministic Air,,MNS,MINISTIC,Canada,N
Ministry of Agriculture,,WDG, Fisheries and Food,WATCHDOG,N
Minsk Aircraft Overhaul Plant,,LIR,LISLINE,Belarus,N
Miramichi Air Service,,MIR,MIRAMICHI,Canada,N
Miras,,MIF,MIRAS,Kazakhstan,N
Misr Overseas Airways,,MOS,,Egypt,N
Mission Aviation Fellowship,,MAF,MISSI,Indonesia,N
Missionair,,MSN,MISIONAIR,Spain,N
Missions Gouvernemtales Francaises,,MRN,MARIANNE,France,N
Mississippi State University,,BDG,BULLDOG,United States,N
Mississippi Valley Airways,,MVA,VALAIR,United States,N
Mistral Air,,MSA,AIRMERCI,Italy,N
Mobil Oil,,MBO,MOBIL,Canada,N
Mocambique Expresso,,MXE,MOZAMBIQUE EXPRESS,Mozambique,N
Mofaz Air,,MFZ,MOFAZ AIR,Malaysia,N
Moldaeroservice,,MLE,MOLDAERO,Moldova,N
Moldavian Airlines,2M,MDV,MOLDAVIAN,Moldova,Y
Moldova,,MVG,MOLDOVA-STATE,Moldova,N
Mombasa Air Safari,,RRV,SKYROVER,Kenya,N
Monarch Airlines,ZB,MON,MONARCH,United Kingdom,Y
Monarch Airlines,,MNH,MONARCH AIR,United States,N
Myway Airlines,8I,,,Italy,Y
Moncton Flying Club,,MFC,EAST WIND,Canada,N
Monde Air Charters,,MDB,MONDEAIR CARGO,United Kingdom,N
Monerrey Air Taxi,,MTI,MONTERREY AIR,Mexico,N
Monky Aerotaxis,,MKY,MONKY,Mexico,N
Montenegro Airlines,YM,MGX,MONTAIR,Montenegro,Y
Montserrat Airways,,MNT,MONTSERRAT,Montserrat,N
Mooney Aircraft Corporation,,MNY,MOONEY FLIGHT,United States,N
Morningstar Air Express,,MAL,MORNINGSTAR,Canada,Y
Morris Air Service,,MSS,WASATCH,United States,N
Morrison Flying Service,,MRO,MORRISON,United States,N
Moskovia Airlines,3R,GAI,GROMOV AIRLINE,Russia,Y
Mosphil Aero,,MPI,MOSPHIL,Philippines,N
Motor Sich,M9,MSI,MOTOR SICH,Ukraine,Y
Mount Cook Airlines,NM,NZM,MOUNTCOOK,New Zealand,N
Mountain Air Cargo,,MTN,MOUNTAIN,United States,N
Mountain Air Company,N4,MTC,MOUNTAIN LEONE,Sierra Leone,N
Mountain Air Express,,PKP,PIKES PEAK,United States,N
Mountain Air Service,,BRR,MOUNTAIN AIR,United States,N
Mountain Bird,,MBI,MOUNTAIN BIRD,United States,N
Mountain High Aviation,,MHA,MOUNTAIN HIGH,United States,N
Mountain Pacific Air,,MPC,MOUNTAIN PACIFIC,Canada,N
Mountain Valley Air Service,,MTV,MOUNTAIN VALLEY,United States,N
Mowhawk Airlines,,MOW,MOHAWK AIR,United States,N
Mudan Airlines,,MDN,,Somali Republic,N
Mudanjiang General Aviation,,CMJ,MUDANJIANG,China,N
Multi Taxi,,MTX,MULTITAXI,Mexico,N
Multi-Aero,,WBR,WEBER,United States,N
Multiflight,,MFT,YORKAIR,,N
Murmansk Aircompany,,MNZ,MURMAN AIR,Russia,N
Murray Air,,MUA,MURRAY AIR,United States,N
Musrata Air Transport,,MMR,MUSRATA AIR,Libya,N
Mustique Airways,,MAW,MUSTIQUE,Barbados,N
My Way Airlines,,MYW,FRANKY,Italy,N
MyTravel Airways,VZ,MYT,KESTREL,United Kingdom,Y
Myanma Airways,UB,UBA,UNIONAIR,Myanmar,Y
Myanmar Airways International,8M,MMM,assignment postponed,Myanmar,Y
Myflug,,MYA,MYFLUG,Iceland,Y
Mytravel Airways,,VKG,VIKING,Denmark,N
NEL Cargo,,NLG,NELCARGO,Ivory Coast,N
NHT Lineas Aereas,,NHG,HELGA,Brazil,N
NZ Warbirds Association,,WAR,WARBIRDS,New Zealand,N
Nacoia Lda,,ANL,AIR NACOIA,Angola,N
Nada Air Service,,NHZ,NADA AIR,Chad,N
Compangnie Nationale Naganagani,,BFN,,Burkina Faso,N
Nahanni Air Services Ltd,,NAH,NAHANNI,Canada,N
Nakheel Aviation,,NKL,NAKHEEL,United Arab Emirates,N
Namibia Commerical Aviation,,MRE,MED RESCUE,Namibia,N
Namibian Defence Force,,NDF,NAMIBIAN AIR FORCE,Namibia,N
Nanjing Airlines,,CNJ,NINGHANG,China,N
Nantucket Airlines,DV,ACK,ACK AIR,United States,N
Nanyah Aviation,,NYA,NANYAH,Israel,N
Napier Air Service Inc,,NAP,NAPIER,United States,N
Nas Air,,NCM,AIR BANE,Angola,N
Nas Air,P9,,,Mali,N
Nasair,UE,NAS,NASAIRWAYS,Eritrea,Y
Nashville Jet Charters,,NJC,NASHVILLE JET,United States,N
Natalco Air Lines,,NCO,NATALCO,S,N
Natioanl Air Traffic Controllers Association,,NTK,NATCA,United States,N
National Air Charter,,NSR,NASAIR,Indonesia,N
National Air Traffic Services,,RFI,SHERLOCK,United Kingdom,N
National Airlines,,NAN,NATION AIR,United States,N
National Airlines,N4,NCN,,Chile,N
National Airlines,N7,ROK,RED ROCK,United States,N
National Airlines,NA,NAL,NATIONAL,United States,N
National Airlines,,KUS,KUSWAG,South Africa,N
National Airways Cameroon,9O,,,Cameroon,N
National Airways Corporation,,LFI,AEROMED,South Africa,N
National Aviation Company,,GTY,,Egypt,N
National Aviation Consultants,,TNC,NATCOM,Canada,N
National Express,,NXT,NATIONAL FREIGHT,United States,N
National Grid,,GRD,GRID,United Kingdom,N
National Jet Express,,JTE,JETEX,Australia,N
National Jet Service,,AND,AIR INDIANA,United States,N
National Jet Systems,NC,NJS,NATIONAL JET,Australia,Y
National Oceanic and Atmospheric Administration,,NAA,NOAA,United States,N
National Overseas Airlines Company,,NOL,NAT AIRLINE,Egypt,N
Nationale Luchtvaartschool,,NLS,PANDER,Netherlands,N
Nations Air Express Inc,,NAE,NATIONS EXPRESS,United States,N
Nationwide Airlines,CE,NTW,NATIONWIDE,South Africa,Y
Nationwide Airlines (Zambia),,NWZ,ZAMNAT,Zambia,N
Natural Environment Research Council,,EVM,SCIENCE,United Kingdom,N
Natureair,,NRR,NATUREAIR,Costa Rica,N
Naturelink Charter,,NRK,NATURELINK,South Africa,N
Nauru Air Corporation,ON,RON,AIR NAURU,Nauru,Y
NAV CANADA,,NVC,NAV CAN,Canada,N
Nav Flight Planning,,NAV,NAV DISPATCH,Czech Republic,N
Navegacao Aerea De Portugal,,NVP,,Portugal,N
Navegacion Servicios Aereos Canarios SA,,NAY,NAYSA,Spain,N
Navid,,IRI,NAVID,Iran,N
Naviera Mexicana,,NVM,NAVIERA,Mexico,N
Navigator Airlines,,NVL,NAVLINES,Armenia,N
Navinc Airlines Services,,XNV,,United States,N
Navitaire,1N,,,United States,N
Navtech System Support,,XNS,,Canada,N
Nayzak Air Transport,,NZA,,Libya,N
State of Nebraska,,NEB,NEBRASKA,United States,N
Necon Air,,NEC,NECON AIR,Nepal,N
Nederlandse Kustwacht,,NCG,NETHERLANDS COASTGUARD,Netherlands,N
Nefteyugansk Aviation Division,,NFT,NEFTEAVIA,Russia,N
Neiltown Air,,NLA,NEILTOWN AIR,Canada,N
Nelair Charters,,NLC,NELAIR,South Africa,N
Nelson Aviation College,,CGE,COLLEGE,New Zealand,N
Nepal Airlines,RA,RNA,ROYAL NEPAL,Nepal,Y
Neos,NO,NOS,MOONFLOWER,Italy,N
Neosiam Airways,,TOX,SKY KINGDOM,Thailand,N
Neric,,NSL,NERICAIR,United Kingdom,N
NetJets,1I,EJA,EXECJET,United States,Y
Network Aviation Services,,NET,NETWORK,Nigeria,N
New England Air Express,,NEZ,ENGAIR,United States,N
New England Airlines,EJ,NEA,NEW ENGLAND,United States,Y
New Heights 291,,NHT,NEWHEIGHTS,South Africa,N
New World Jet Corporation,,NWD,NEW WORLD,United States,N
New York Helicopter,,NYH,NEW YORK,United States,N
New York State Police,,GRY,GRAY RIDER,United States,N
New Zealand Air Defence Force,,KRC,KIWI RESCUE,New Zealand,N
Newair,,HVA,HAVEN-AIR,United States,N
Newfoundland Labrador Air Transport,,NLT,NALAIR,Canada,N
NextJet,2N,NTJ,NEXTJET,Sweden,Y
Nextflight Aviation,,NXF,NEXTFLIGHT,United States,N
Nexus Aviation,,NXS,NEXUS AVIATION,Nigeria,N
Nicaraguense De Aviacion,,NIS,NICA,Nicaragua,N
Nicon Airways,,NCN,NICON AIRWAYS,Nigeria,N
Nigeria Airways,,NGA,NIGERIA,Nigeria,N
Nigerian Air Force,,NGR,NIGERIAN AIRFORCE,Nigeria,N
Nigerian Global,,NGX,AIR GLOBAL,Nigeria,N
Night Express,,EXT,EXECUTIVE,Germany,N
Niki,HG,NLY,FLYNIKI,Austria,Y
Nikolaev-Air,,NKV,AIR NIKOLAEV,Ukraine,N
Nile Safaris Aviation,,NSA,NILE SAFARIS,Sudan,N
Nile Valley Aviation Company,,NVA,,Egypt,N
Nile Wings Aviation Services,,NLW,NILE WINGS,Sudan,N
Nimbus Aviation,,NBS,NIMBUS,United Kingdom,N
Nippon Cargo Airlines,KZ,NCA,NIPPON CARGO,Japan,N
Nizhnevartovskavia,,NVK,VARTOSKAVIA,Russia,N
Search and Rescue 202,,SRG,,United Kingdom,N
Search and Rescue 22,,SRD,,United Kingdom,N
No. 32 (The Royal) Squadron RAF,,NOH,NORTHOLT,United Kingdom,N
84 Squadron Royal Air Force @ RAF Akrotiri,,AKG,GRIFTER,United Kingdom,N
Nobil Air,,NBL,NOBIL AIR,Moldova,N
Nok Air,DD,NOK,NOK AIR,Thailand,Y
Nolinor Aviation,,NRL,NOLINOR,Canada,N
Nomad Aviation,,NMD,NOMAD AIR,Namibia,N
Norcopter,,NOC,,Norway,N
Nord-Flyg,,NEF,NORDEX,Sweden,N
Nordeste Linhas Aereas Regionais,JH,NES,NORDESTE,Brazil,N
Nordic Regional,6N,NRD,NORTH RIDER,Sweden,N
Nordic Solutions,,NVD,NORDVIND,Lithuania,N
Nordstree (Australia),,NDS,,Australia,N
Norestair,,NRT,NORESTAIR,Spain,N
Norfolk County Flight College,,NCF,COUNTY,United Kingdom,Y
Norontair,,NOA,NORONTAIR,Canada,N
Norrlandsflyg,,HMF,LIFEGUARD SWEDEN,Sweden,N
Norse Air Charter,,NRX,NORSE AIR,South Africa,N
Norsk Flyrjeneste,,NIR,NORSEMAN,Norway,N
Norsk Helikopter,,NOR,NORSKE,Norway,N
Norsk Luftambulanse,,DOC,HELIDOC,Norway,N
Nortavia,,RTV,TIC-TAC,Portugal,N
North Adria Aviation,,NAI,NORTH-ADRIA,Croatia,N
North American Airlines,,NTM,NORTHAM,Canada,Y
North American Charters,,HMR,HAMMER,Canada,Y
North American Jet Charter Group,,NAJ,JET GROUP,United States,N
North Atlantic Air Inc,,NAT,MASS AIR,United States,N
North Atlantic Cargo,,NFC,NORTH ATLANTIC,Norway,N
North British Airlines,,NBN,TEESAIR,United Kingdom,N
North Caribou Flying Service Ltd,,NCB,NORTH CARIBOU,Canada,N
North Coast Air Services Ltd,,NCC,NORTH COAST,Canada,N
North Coast Aviation,N9,,,Papua New Guinea,N
North Flying,M3,NFA,NORTH FLYING,Denmark,N
North Sea Airways,,NRC,NORTH SEA,Netherlands,N
North Star Air Cargo,,SBX,SKY BOX,United States,N
North Vancouver Airlines,,NRV,NORVAN,Canada,N
North West Airlines,,NWW,HALANT,Australia,N
North West Geomatics,,PTO,PHOTO,Canada,N
North-East Airlines,,NEN,NORTHEAST SWAN,Nigeria,N
North-West Air Transport Company - Vyborg,,VBG,VYBORG AIR,Russia,N
North-Wright Airways,HW,NWL,NORTHWRIGHT,Canada,N
Northafrican Air Transport,,NLL,NORTHAFRICAN AIR,Libya,N
Northaire Feight Lines,,NFL,GREAT LAKES,United States,N
Northamptonshire School of Flying,,NSF,NORTON,United Kingdom,N
Northcoast Executive Airlines,,NCE,TOP HAT,United States,N
Northeast Airlines,,NEE,NORTHEAST,United States,N
Northeast Aviation,,NPX,NORTHEAST EXPRESS,United States,N
Northern Air Cargo,NC,NAC,YUKON,United States,N
Northern Airlines Sanya,,BYC,BEIYA,China,N
Northern Airways,,NDA,NORTHERN DAKOTA,United States,N
Northern Aviation Service,,CMU,LANNA AIR,Thailand,N
Northern Dene Airways,U7,,,Canada,Y
Northern Executive Aviation,,NEX,NEATAX,United Kingdom,N
Northern Illinois Commuter,,NIC,ILLINOIS COMMUTER,United States,N
Northern Jet Management,,NTX,NORTAX,United States,N
Northern Thunderbird Air,,NTA,THUNDERBIRD,Canada,N
Northland Aviation,,KOE,KOKEE,United States,N
Northstar Aviation,,NSS,NORTHSTAR,United States,N
Northumbria Helicopters,,NHL,NORTHUMBRIA,United Kingdom,N
Northway Aviation Ltd,,NAL,NORTHWAY,Canada,N
Northwest Aero Associates,,NWE,,United States,N
Northwest Airlines,NW,NWA,NORTHWEST,United States,Y
Northwest Regional Airlines,FY,NWR,,Australia,N
Northwest Territorial Airways,,NWT,TERRITORIAL,Canada,N
Northwestern Air,J3,PLR,POLARIS,Canada,Y
Northwinds Northern,,NWN,NORTHWINDS,Canada,N
Nortland Air Manitoba,,NAM,MANITOBA,Canada,N
Norwegian Air Shuttle,DY,NAX,NOR SHUTTLE,Norway,Y
Norwegian Aviation College,,TFN,SPRIT,Norway,Y
Notams International,,XNT,,United States,N
Nouvel Air Tunisie,BJ,LBT,NOUVELAIR,Tunisia,Y
Nova Airline,M4,NOV,NOVANILE,Sudan,N
Nova Scotia Department of Lands and Forests,,PTR,PATROL,Canada,N
Novair,1I,NVR,NAVIGATOR,Sweden,Y
Novogorod Air Enterprise,,NVG,SADKO AVIA,Russia,N
Novosibirsk Aircraft Repairing Plant,,NSP,NARPAIR,Russia,N
Novosibirsk Aviaenterprise,,NBE,NAKAIR,Russia,N
Novosibirsk Aviation Production Association,,NPO,NOVSIB,Russia,N
Noy Aviation,,NOY,NOY AVIATION,Israel,N
Nuevo Continente,N6,ACQ,AERO CONTINENTE,Peru,N
Nuevo Horizonte Internacional,,NHR,NUEVO HORIZONTE,Mexico,N
Nunasi-Central Airlines,,NUN,NUNASI,Canada,N
Nurman Avia Indopura,,NIN,NURVINDO,Indonesia,N
Nyasa Express,,NYS,NYASA,Malawi,N
Nas Air,XY,KNE,NAS EXPRESS,Saudi Arabia,Y
O Air,,OCN,O-BIRD,France,N
O'Connor Airlines,UQ,OCM,OCONNOR,Australia,N
OAG,CR,,,United Kingdom,N
OSACOM,,JPA,J-PAT,United States,N
Oasis Hong Kong Airlines,O8,OHK,OASIS,Hong Kong,Y
Ocean Air,,BCN,BLUE OCEAN,Mauritania,Y
Ocean Airlines,VC,VCX,OCEANCARGO,Italy,N
Ocean Sky (UK),,OCS,OCEANSKY,United Kingdom,N
Ocean Wings Commuter Service,,TUK,TUCKERNUCK,United States,N
Oceanair,O6,ONE,OCEANAIR,Brazil,Y
Oceanic Airlines,O2,,,Guinea,Y
Odessa Airlines,,ODS,ODESSA AIR,Ukraine,N
Odyssey International,,ODY,ODYSSEY,Canada,N
Office Federal De'Aviation Civile,,FOC,FOCA,Switzerland,N
Ogooue Air Cargo,,GBO,,Gabon,N
Okada Airlines,,OKJ,OKADA AIR,Nigeria,N
Okapi Airways,,OKP,OKAPI,Democratic Republic of Congo,N
Okay Airways,,OKA,OKAYJET,China,N
Oklahoma Department of Public Safety,,OKL,OKLAHOMA,United States,N
Olimex Aerotaxi,,OLX,OLIMEX,Czech Republic,N
Olimp Air,,KVK,PONTA,Kazakhstan,N
Olympic Airlines,OA,OAL,OLYMPIC,Greece,Y
Olympic Aviation,,OLY,OLAVIA,Greece,N
Oman Air,WY,OMA,OMAN AIR,Oman,Y
Oman Royal Flight,,ORF,OMAN,Oman,N
Omni - Aviacao e Tecnologia,,OAV,OMNI,Portugal,N
Omni Air International,OY,OAE,OMNI-EXPRESS,United States,Y
Omniflys,,OMF,OMNIFLYS,Mexico,N
Omskavia Airline,N3,OMS,OMSK,Russia,N
On Air Limited,,ORL,ON AIR,Canada,N
One Two Go Airlines,,OTG,THAI EXPRESS,Thailand,Y
Onetime Airlines Zambia,,OTM,ZEDTIME,Zambia,N
Ontario Ministry of Health,,MED,MEDICAL,Canada,N
Onur Air,8Q,OHY,ONUR AIR,Turkey,Y
Opal Air,,OPA,,Australia,N
Open Sky Aviation,,OSA,,Lebanon,N
OpenSkies,,BOS,MISTRAL,United Kingdom,N
Operadora Turistica Aurora,,ORR,TURISTICA AURORA,Mexico,N
Operadora de Lineas Ejecutivas,,OLE,OPERADORA,Mexico,N
Operadora de Transportes Aereos,,OTP,OPERADORA AEREO,Mexico,N
Operadora de Veulos Ejectutivos,,OPV,OPERADORA DE VUELOS,Mexico,N
Operation Enduring Freedom,,LLO,APOLLO,Canada,N
Operational Aviation Services,,OAX,,Australia,N
Orange Air Services,,ORD,ORANGE SERVICES,Sierra Leone,N
Orange Air Sierra Leone,,ORJ,ORANGE SIERRA,Sierra Leone,N
Orange Aviation,,ORE,ORANGE AVIATION,Israel,N
Orbit Express Airlines,,ORX,OREX,Turkey,N
Orca Air,,ORK,ORCA TAXI,Egypt,N
Orebro Aviation,,BUE,BLUELIGHT,Sweden,N
Orel State Air Enterprise,,ORM,ORPRISE,Russia,N
Orenburg Airlines,R2,ORB,ORENBURG,Russia,Y
Organizacion De Transportes Aereos,,OTA,ORGANIZACION,Mexico,N
Organizacoes Mambra,,OML,MAMBRA,Angola,N
Orient Air,,OVV,ORIENTSYR,Syrian Arab Republic,N
Orient Airlines,,OTR,ORIENTROC,Sudan,N
Orient Airways,,ORN,ORIENT LINER,Pakistan,N
Orient Thai Airlines,OX,OEA,ORIENT THAI,Thailand,Y
Oriental Air Bridge,,NGK,ORIENTAL BRIDGE,Japan,N
Oriental Airlines,,OAC,ORIENTAL AIR,Nigeria,N
Origin Pacific Airways,QO,OGN,ORIGIN,New Zealand,Y
Orion Air Charter,,OED,ORION CHARTER,South Africa,N
Orion-x,,OIX,ORIONIX,Russia,N
Orlan-2000,,KOV,ORLAN,Kazakhstan,N
Ornage Aircraft Leasing,,RNG,ORANGE,Netherlands,N
Orscom Tourist Installations Company,,OAD,ORSCOM,Egypt,N
Osh Avia,,OSH,OSH AVIA,Kyrgyzstan,N
Ostend Air College,,OCO,AIR COLLEGE,Belgium,N
